date,P,T,ET,ONI,Q_obs
2017-01-17,2.29,15.43,2.39,1.2,2.0
2017-01-18,1.68,16.48,2.17,1.2,2.25
2017-01-19,5.54,15.68,0.97,1.2,3.87
2017-01-20,5.07,15.71,2.17,1.2,2.84
2017-01-21,3.06,17.25,2.69,1.2,3.75
2017-01-22,2.94,14.65,2.09,1.2,2.65
2017-01-23,1.1,15.79,2.07,1.2,1.32
2017-01-24,2.88,17.22,2.7,1.2,2.26
2017-01-25,1.13,16.2,2.67,1.2,1.81
2017-01-26,1.22,15.42,2.23,1.2,1.78
2017-01-27,1.51,13.85,2.73,1.2,1.7
2017-01-28,1.37,13.21,2.1,1.2,1.95
2017-01-29,1.47,18.46,2.52,1.2,1.82
2017-01-30,4.81,16.37,2.11,1.2,2.45
2017-01-31,1.17,15.33,2.31,1.2,2.4
2017-02-01,1.37,16.49,3.02,1.36,2.27
2017-02-02,1.66,14.97,2.02,1.36,1.91
2017-02-03,3.16,15.74,2.7,1.36,1.98
2017-02-04,2.38,15.04,2.39,1.36,1.75
2017-02-05,1.67,14.51,3.07,1.36,1.11
2017-02-06,1.8,13.71,2.31,1.36,1.35
2017-02-07,3.4,14.36,1.97,1.36,1.07
2017-02-08,8.5,17.53,3.02,1.36,4.88
2017-02-09,1.83,15.16,2.68,1.36,2.2
2017-02-10,5.27,17.02,2.49,1.36,2.21
2017-02-11,5.35,17.56,2.27,1.36,3.67
2017-02-12,1.36,16.46,2.78,1.36,1.56
2017-02-13,1.41,16.12,2.54,1.36,1.46
2017-02-14,2.32,16.67,1.99,1.36,2.24
2017-02-15,6.32,16.04,2.61,1.36,2.66
2017-02-16,6.43,18.02,2.55,1.36,3.71
2017-02-17,3.03,18.86,2.32,1.36,2.51
2017-02-18,1.39,18.38,2.72,1.36,1.74
2017-02-19,5.55,14.09,2.73,1.36,2.69
2017-02-20,12.15,16.18,3.01,1.36,6.38
2017-02-21,7.89,16.74,2.99,1.36,5.24
2017-02-22,7.26,17.33,2.81,1.36,4.84
2017-02-23,7.0,14.73,2.55,1.36,4.6
2017-02-24,1.52,14.74,2.35,1.36,3.93
2017-02-25,1.6,18.43,2.42,1.36,2.05
2017-02-26,2.33,16.23,2.17,1.36,3.18
2017-02-27,1.51,15.14,2.13,1.36,2.54
2017-02-28,1.85,15.63,3.01,1.36,3.31
2017-03-01,2.27,17.46,3.15,1.34,2.57
2017-03-02,1.56,16.03,2.07,1.34,2.54
2017-03-03,2.17,17.34,2.72,1.34,2.56
2017-03-04,1.62,15.9,2.32,1.34,1.58
2017-03-05,2.61,15.01,2.29,1.34,2.04
2017-03-06,2.82,18.84,2.71,1.34,2.31
2017-03-07,1.84,17.64,3.31,1.34,2.37
2017-03-08,1.66,16.79,2.61,1.34,2.01
2017-03-09,2.99,16.59,2.68,1.34,2.28
2017-03-10,2.33,19.0,3.04,1.34,2.71
2017-03-11,7.21,17.98,2.39,1.34,3.18
2017-03-12,1.92,18.67,2.94,1.34,1.35
2017-03-13,1.81,16.62,3.02,1.34,0.63
2017-03-14,1.76,17.41,3.3,1.34,2.34
2017-03-15,1.9,17.86,2.32,1.34,1.89
2017-03-16,2.88,16.74,2.0,1.34,2.86
2017-03-17,2.31,17.31,2.72,1.34,1.94
2017-03-18,6.86,16.75,3.06,1.34,4.32
2017-03-19,1.84,17.95,2.94,1.34,1.79
2017-03-20,1.88,15.91,2.76,1.34,2.06
2017-03-21,5.55,18.2,2.29,1.34,3.58
2017-03-22,2.12,17.91,2.56,1.34,2.22
2017-03-23,4.51,17.32,1.82,1.34,4.01
2017-03-24,1.98,18.12,2.76,1.34,1.16
2017-03-25,3.48,17.16,1.81,1.34,2.73
2017-03-26,3.12,16.82,3.16,1.34,2.45
2017-03-27,2.05,18.3,3.47,1.34,1.85
2017-03-28,2.15,18.37,2.91,1.34,1.73
2017-03-29,6.46,17.07,2.06,1.34,3.61
2017-03-30,2.57,16.99,2.8,1.34,2.99
2017-03-31,2.07,17.5,3.47,1.34,1.82
2017-04-01,2.33,17.07,2.85,1.23,3.26
2017-04-02,2.76,19.58,3.51,1.23,2.32
2017-04-03,2.69,18.15,2.63,1.23,2.04
2017-04-04,2.13,17.8,2.42,1.23,2.25
2017-04-05,4.29,16.68,2.57,1.23,2.89
2017-04-06,2.17,18.7,2.13,1.23,2.74
2017-04-07,2.5,17.09,3.57,1.23,1.3
2017-04-08,4.74,17.06,2.71,1.23,2.09
2017-04-09,2.63,18.78,3.26,1.23,2.21
2017-04-10,14.13,18.33,2.67,1.23,7.48
2017-04-11,2.37,14.88,1.71,1.23,2.77
2017-04-12,2.29,17.7,3.33,1.23,2.56
2017-04-13,3.84,18.05,2.36,1.23,3.31
2017-04-14,5.49,17.5,2.87,1.23,2.93
2017-04-15,10.21,18.11,2.99,1.23,5.88
2017-04-16,6.08,15.76,2.49,1.23,4.97
2017-04-17,2.85,14.54,1.97,1.23,3.21
2017-04-18,2.35,16.78,2.56,1.23,2.11
2017-04-19,4.55,18.29,2.46,1.23,3.51
2017-04-20,2.85,14.09,2.54,1.23,3.24
2017-04-21,8.79,16.96,2.87,1.23,6.3
2017-04-22,3.93,15.67,2.44,1.23,2.61
2017-04-23,2.91,17.69,2.53,1.23,3.32
2017-04-24,3.06,20.33,3.99,1.23,2.39
2017-04-25,3.19,17.73,2.24,1.23,3.48
2017-04-26,4.83,17.86,2.16,1.23,4.23
2017-04-27,3.04,19.0,2.92,1.23,2.93
2017-04-28,2.51,18.02,2.7,1.23,3.15
2017-04-29,6.42,17.74,3.2,1.23,4.92
2017-04-30,2.7,19.11,3.23,1.23,2.75
2017-05-01,5.04,18.57,2.9,0.61,3.39
2017-05-02,4.21,18.35,3.05,0.61,4.37
2017-05-03,7.15,17.83,2.97,0.61,5.52
2017-05-04,2.75,17.58,3.58,0.61,3.22
2017-05-05,2.62,19.1,3.07,0.61,2.59
2017-05-06,6.08,17.59,2.47,0.61,5.19
2017-05-07,3.48,19.47,3.1,0.61,4.39
2017-05-08,3.92,16.73,1.56,0.61,3.87
2017-05-09,2.75,19.7,3.04,0.61,3.07
2017-05-10,3.3,18.54,3.32,0.61,2.64
2017-05-11,2.69,16.81,2.86,0.61,2.59
2017-05-12,2.71,18.58,3.01,0.61,2.34
2017-05-13,3.3,17.18,2.94,0.61,3.2
2017-05-14,2.97,17.99,3.24,0.61,2.71
2017-05-15,3.88,17.36,3.27,0.61,3.46
2017-05-16,2.9,17.78,2.95,0.61,2.42
2017-05-17,3.55,19.06,2.83,0.61,3.09
2017-05-18,3.72,18.54,1.96,0.61,2.99
2017-05-19,3.6,16.56,2.97,0.61,3.27
2017-05-20,10.04,16.62,2.8,0.61,5.52
2017-05-21,6.86,18.21,2.89,0.61,5.07
2017-05-22,3.31,18.29,2.57,0.61,3.32
2017-05-23,3.53,17.05,3.04,0.61,3.52
2017-05-24,7.36,19.76,2.96,0.61,4.45
2017-05-25,4.61,18.81,2.91,0.61,4.4
2017-05-26,2.86,17.07,2.64,0.61,3.16
2017-05-27,2.98,16.94,2.82,0.61,3.38
2017-05-28,12.36,17.52,2.27,0.61,6.98
2017-05-29,4.48,17.38,2.93,0.61,3.62
2017-05-30,7.29,19.27,2.7,0.61,5.47
2017-05-31,3.64,18.92,2.66,0.61,4.69
2017-06-01,10.44,17.77,3.12,0.6,7.43
2017-06-02,4.76,18.52,2.48,0.6,4.84
2017-06-03,9.02,18.68,3.26,0.6,6.2
2017-06-04,2.94,17.74,2.8,0.6,3.41
2017-06-05,3.76,18.14,2.16,0.6,4.59
2017-06-06,2.96,18.35,3.4,0.6,4.08
2017-06-07,2.95,18.2,2.95,0.6,3.86
2017-06-08,3.8,16.66,2.76,0.6,5.01
2017-06-09,2.96,16.76,3.02,0.6,3.31
2017-06-10,3.14,17.2,3.28,0.6,3.7
2017-06-11,5.84,16.68,2.68,0.6,4.15
2017-06-12,6.13,15.74,2.71,0.6,5.29
2017-06-13,3.59,18.29,2.99,0.6,4.68
2017-06-14,7.52,17.87,2.64,0.6,5.38
2017-06-15,4.01,15.83,1.84,0.6,4.92
2017-06-16,3.44,17.12,2.75,0.6,4.72
2017-06-17,5.49,17.17,3.23,0.6,4.49
2017-06-18,10.24,17.58,2.97,0.6,7.46
2017-06-19,6.6,16.04,2.08,0.6,6.66
2017-06-20,4.8,15.69,2.89,0.6,5.0
2017-06-21,4.0,17.91,2.66,0.6,4.94
2017-06-22,3.11,15.42,1.58,0.6,3.45
2017-06-23,3.04,16.95,3.05,0.6,4.2
2017-06-24,7.83,16.81,2.24,0.6,6.61
2017-06-25,5.39,17.03,3.37,0.6,4.36
2017-06-26,7.75,17.45,3.18,0.6,5.74
2017-06-27,3.1,19.04,2.86,0.6,4.44
2017-06-28,4.03,15.17,2.56,0.6,4.44
2017-06-29,5.36,18.11,3.79,0.6,5.46
2017-06-30,3.58,14.02,2.6,0.6,4.48
2017-07-01,3.06,18.67,3.0,0.33,4.0
2017-07-02,3.14,14.52,3.43,0.33,3.75
2017-07-03,4.38,19.87,3.13,0.33,4.62
2017-07-04,3.25,16.44,2.8,0.33,4.36
2017-07-05,15.03,18.43,2.49,0.33,10.26
2017-07-06,3.88,18.15,2.15,0.33,4.57
2017-07-07,3.57,16.29,2.43,0.33,5.14
2017-07-08,3.45,16.36,2.57,0.33,4.7
2017-07-09,5.42,15.75,2.59,0.33,5.51
2017-07-10,10.1,17.67,2.18,0.33,7.88
2017-07-11,3.8,16.18,2.79,0.33,4.91
2017-07-12,4.73,15.68,2.12,0.33,4.34
2017-07-13,5.55,17.27,2.93,0.33,5.59
2017-07-14,5.14,15.52,2.8,0.33,6.13
2017-07-15,10.94,16.17,2.37,0.33,8.49
2017-07-16,3.71,16.66,2.21,0.33,4.99
2017-07-17,3.96,15.72,3.08,0.33,4.51
2017-07-18,12.98,15.87,2.83,0.33,9.66
2017-07-19,3.84,18.27,2.9,0.33,4.92
2017-07-20,4.7,16.15,3.11,0.33,5.99
2017-07-21,3.0,15.93,2.52,0.33,4.15
2017-07-22,3.44,16.12,2.27,0.33,4.56
2017-07-23,3.09,16.84,2.22,0.33,4.26
2017-07-24,5.21,15.02,2.31,0.33,6.47
2017-07-25,2.91,16.74,2.92,0.33,4.14
2017-07-26,3.06,16.5,3.13,0.33,3.9
2017-07-27,8.61,14.01,2.21,0.33,6.11
2017-07-28,3.73,18.27,3.33,0.33,4.07
2017-07-29,8.45,17.84,2.69,0.33,7.29
2017-07-30,5.77,15.09,2.05,0.33,6.21
2017-07-31,8.64,14.67,1.78,0.33,7.18
2017-08-01,2.91,16.26,2.34,0.15,4.32
2017-08-02,2.99,14.24,1.73,0.15,5.66
2017-08-03,2.89,17.55,3.54,0.15,5.49
2017-08-04,5.8,15.32,2.57,0.15,6.4
2017-08-05,2.9,17.79,2.73,0.15,5.06
2017-08-06,6.74,14.82,3.01,0.15,7.03
2017-08-07,5.32,15.64,1.93,0.15,6.85
2017-08-08,2.94,17.26,2.63,0.15,4.17
2017-08-09,5.74,15.32,3.2,0.15,5.13
2017-08-10,13.24,16.0,2.44,0.15,10.64
2017-08-11,2.83,16.95,3.62,0.15,3.76
2017-08-12,2.88,14.94,2.66,0.15,3.9
2017-08-13,4.9,14.06,2.73,0.15,4.86
2017-08-14,3.81,13.79,2.7,0.15,4.72
2017-08-15,6.04,16.21,2.53,0.15,4.97
2017-08-16,2.67,15.94,2.3,0.15,3.57
2017-08-17,3.28,16.71,2.56,0.15,4.14
2017-08-18,2.72,15.08,1.97,0.15,3.65
2017-08-19,3.41,13.66,2.12,0.15,5.03
2017-08-20,10.41,12.52,1.98,0.15,8.18
2017-08-21,3.2,18.75,3.59,0.15,4.46
2017-08-22,2.98,15.91,2.72,0.15,4.43
2017-08-23,3.92,15.41,3.36,0.15,4.35
2017-08-24,9.98,15.55,1.57,0.15,8.56
2017-08-25,6.47,13.46,1.63,0.15,6.63
2017-08-26,2.62,14.2,2.09,0.15,4.17
2017-08-27,3.39,17.21,3.28,0.15,3.5
2017-08-28,5.51,15.88,2.44,0.15,5.86
2017-08-29,2.81,14.14,1.63,0.15,3.78
2017-08-30,2.77,13.56,2.04,0.15,4.42
2017-08-31,5.28,14.38,1.78,0.15,5.58
2017-09-01,4.98,14.59,1.73,0.37,4.67
2017-09-02,4.84,17.4,3.51,0.37,4.98
2017-09-03,5.13,14.68,2.16,0.37,5.41
2017-09-04,2.67,13.45,2.19,0.37,4.18
2017-09-05,7.39,14.78,2.28,0.37,6.45
2017-09-06,5.04,15.14,2.27,0.37,4.97
2017-09-07,7.72,13.26,1.75,0.37,7.09
2017-09-08,3.86,15.25,2.26,0.37,4.48
2017-09-09,2.32,16.19,2.66,0.37,3.36
2017-09-10,3.01,14.88,2.9,0.37,4.43
2017-09-11,2.76,13.73,2.54,0.37,4.45
2017-09-12,3.12,14.03,1.72,0.37,4.6
2017-09-13,4.91,12.65,2.39,0.37,4.89
2017-09-14,8.48,14.45,2.46,0.37,5.82
2017-09-15,4.17,14.96,2.09,0.37,5.58
2017-09-16,2.29,13.49,2.2,0.37,2.87
2017-09-17,2.17,16.87,2.86,0.37,3.83
2017-09-18,3.05,15.47,2.44,0.37,5.04
2017-09-19,3.55,12.34,2.14,0.37,4.33
2017-09-20,2.55,12.35,1.61,0.37,4.0
2017-09-21,7.89,13.27,2.89,0.37,6.38
2017-09-22,2.09,16.32,1.78,0.37,3.75
2017-09-23,2.08,15.48,2.65,0.37,4.51
2017-09-24,3.4,16.34,2.7,0.37,3.49
2017-09-25,2.12,14.38,2.51,0.37,2.78
2017-09-26,4.91,14.1,1.93,0.37,4.58
2017-09-27,2.88,12.83,2.49,0.37,4.48
2017-09-28,3.83,14.73,2.27,0.37,3.81
2017-09-29,2.33,14.06,1.73,0.37,3.68
2017-09-30,2.14,13.99,1.76,0.37,3.84
2017-10-01,1.93,16.2,2.58,0.11,3.33
2017-10-02,1.94,14.09,1.57,0.11,3.64
2017-10-03,1.9,15.82,3.19,0.11,3.34
2017-10-04,2.0,12.3,2.36,0.11,2.96
2017-10-05,3.28,17.42,3.44,0.11,2.91
2017-10-06,4.62,13.73,2.85,0.11,4.04
2017-10-07,2.07,15.01,2.21,0.11,2.64
2017-10-08,2.88,15.19,2.03,0.11,4.49
2017-10-09,6.53,13.54,1.06,0.11,5.14
2017-10-10,3.04,15.11,2.2,0.11,3.62
2017-10-11,2.07,15.16,3.08,0.11,1.86
2017-10-12,1.97,13.25,1.76,0.11,2.9
2017-10-13,1.75,13.25,2.0,0.11,2.46
2017-10-14,2.29,14.14,2.0,0.11,3.16
2017-10-15,1.77,13.93,2.34,0.11,2.78
2017-10-16,1.89,15.74,2.97,0.11,2.96
2017-10-17,3.85,14.9,1.72,0.11,4.23
2017-10-18,2.65,13.96,1.66,0.11,2.94
2017-10-19,8.35,14.77,2.91,0.11,5.17
2017-10-20,2.75,11.58,2.13,0.11,2.64
2017-10-21,3.13,13.29,1.99,0.11,3.42
2017-10-22,3.23,14.37,2.94,0.11,3.14
2017-10-23,4.53,15.36,1.86,0.11,4.15
2017-10-24,13.95,14.25,2.61,0.11,8.59
2017-10-25,3.04,15.76,2.44,0.11,4.21
2017-10-26,1.64,15.05,2.6,0.11,1.94
2017-10-27,15.27,13.42,1.16,0.11,9.9
2017-10-28,2.54,13.83,2.07,0.11,3.11
2017-10-29,3.68,14.49,2.57,0.11,3.96
2017-10-30,5.19,13.46,2.09,0.11,5.58
2017-10-31,1.73,15.84,2.98,0.11,2.79
2017-11-01,1.48,12.67,2.49,-0.12,2.88
2017-11-02,1.51,14.38,1.87,-0.12,3.25
2017-11-03,1.44,14.89,2.66,-0.12,2.41
2017-11-04,1.58,13.63,1.75,-0.12,3.0
2017-11-05,1.37,13.36,2.13,-0.12,2.65
2017-11-06,1.62,13.92,2.45,-0.12,1.92
2017-11-07,1.39,14.99,2.01,-0.12,2.17
2017-11-08,1.39,13.42,2.43,-0.12,2.39
2017-11-09,6.22,12.74,1.81,-0.12,5.61
2017-11-10,1.59,15.41,2.18,-0.12,3.07
2017-11-11,8.65,14.52,2.56,-0.12,7.19
2017-11-12,2.68,15.25,2.05,-0.12,3.42
2017-11-13,3.55,14.96,1.99,-0.12,3.44
2017-11-14,1.27,16.68,3.02,-0.12,2.21
2017-11-15,2.62,15.41,2.45,-0.12,2.86
2017-11-16,1.51,13.21,1.5,-0.12,2.33
2017-11-17,3.53,14.65,2.64,-0.12,3.47
2017-11-18,5.26,13.43,1.95,-0.12,4.63
2017-11-19,1.66,13.56,1.57,-0.12,2.02
2017-11-20,1.23,12.43,0.96,-0.12,3.03
2017-11-21,1.18,13.79,2.53,-0.12,1.1
2017-11-22,1.56,14.8,1.98,-0.12,2.14
2017-11-23,2.26,14.08,1.71,-0.12,3.23
2017-11-24,1.72,12.85,2.28,-0.12,2.48
2017-11-25,13.36,12.36,2.28,-0.12,8.36
2017-11-26,1.85,16.73,2.3,-0.12,3.55
2017-11-27,7.16,14.61,2.66,-0.12,5.11
2017-11-28,5.96,13.24,2.91,-0.12,3.73
2017-11-29,3.55,14.8,2.86,-0.12,3.71
2017-11-30,2.01,16.89,3.11,-0.12,1.66
2017-12-01,5.8,15.03,2.48,-0.08,4.3
2017-12-02,1.49,10.96,1.57,-0.08,3.0
2017-12-03,1.83,17.5,2.7,-0.08,2.27
2017-12-04,1.14,12.12,2.09,-0.08,2.51
2017-12-05,1.9,14.11,1.71,-0.08,2.07
2017-12-06,7.27,13.02,1.74,-0.08,5.97
2017-12-07,5.24,13.51,1.56,-0.08,3.78
2017-12-08,1.54,14.76,2.41,-0.08,3.11
2017-12-09,7.18,11.95,1.93,-0.08,5.35
2017-12-10,1.94,14.35,1.99,-0.08,3.6
2017-12-11,1.04,15.86,2.81,-0.08,1.84
2017-12-12,5.07,13.49,1.71,-0.08,5.44
2017-12-13,1.33,12.86,1.75,-0.08,2.01
2017-12-14,1.08,14.39,2.57,-0.08,1.27
2017-12-15,2.27,14.17,2.6,-0.08,2.63
2017-12-16,2.65,13.89,1.86,-0.08,3.59
2017-12-17,1.06,13.2,2.17,-0.08,2.41
2017-12-18,2.14,15.27,2.08,-0.08,3.11
2017-12-19,1.1,15.39,2.33,-0.08,2.3
2017-12-20,6.05,13.42,2.17,-0.08,4.12
2017-12-21,2.69,13.62,2.37,-0.08,3.13
2017-12-22,5.55,14.92,2.46,-0.08,4.31
2017-12-23,5.58,13.63,2.25,-0.08,4.07
2017-12-24,1.8,15.02,1.92,-0.08,2.62
2017-12-25,1.56,16.6,2.75,-0.08,2.09
2017-12-26,1.06,14.79,2.54,-0.08,2.65
2017-12-27,1.29,13.44,2.39,-0.08,1.66
2017-12-28,2.36,15.39,2.12,-0.08,2.22
2017-12-29,2.18,14.74,2.68,-0.08,1.88
2017-12-30,4.59,14.8,1.79,-0.08,4.7
2017-12-31,2.47,15.58,2.27,-0.08,2.2
2018-01-01,1.43,15.87,2.37,0.14,2.55
2018-01-02,0.99,15.12,1.86,0.14,1.23
2018-01-03,1.03,15.03,2.24,0.14,1.9
2018-01-04,2.11,17.61,2.83,0.14,2.07
2018-01-05,1.29,16.61,1.86,0.14,2.35
2018-01-06,8.37,16.2,2.37,0.14,5.83
2018-01-07,1.03,15.39,1.71,0.14,1.83
2018-01-08,7.12,14.05,3.02,0.14,4.32
2018-01-09,1.25,16.65,2.68,0.14,2.58
2018-01-10,2.46,15.5,2.48,0.14,2.03
2018-01-11,3.09,14.66,2.39,0.14,1.54
2018-01-12,2.81,15.1,2.61,0.14,1.55
2018-01-13,1.94,14.26,2.63,0.14,1.19
2018-01-14,1.65,16.72,1.98,0.14,2.27
2018-01-15,1.63,16.31,3.07,0.14,2.74
2018-01-16,2.26,15.74,2.96,0.14,0.91
2018-01-17,3.58,15.5,2.4,0.14,2.36
2018-01-18,1.65,14.77,2.27,0.14,1.83
2018-01-19,1.08,13.07,0.82,0.14,2.6
2018-01-20,3.56,13.96,1.7,0.14,2.48
2018-01-21,5.83,14.8,2.53,0.14,4.19
2018-01-22,1.51,14.65,2.78,0.14,1.53
2018-01-23,2.48,16.11,2.81,0.14,3.4
2018-01-24,2.35,16.77,2.58,0.14,2.14
2018-01-25,1.26,15.67,3.22,0.14,1.66
2018-01-26,1.22,17.55,3.14,0.14,1.47
2018-01-27,3.08,14.96,2.19,0.14,2.21
2018-01-28,1.71,15.77,3.34,0.14,1.89
2018-01-29,4.35,15.9,2.05,0.14,2.51
2018-01-30,12.07,17.31,2.11,0.14,6.21
2018-01-31,4.62,16.16,2.36,0.14,3.49
2018-02-01,1.5,16.23,2.23,0.04,2.42
2018-02-02,1.23,14.12,2.07,0.04,1.56
2018-02-03,1.34,15.06,2.68,0.04,1.78
2018-02-04,1.35,17.49,2.71,0.04,1.0
2018-02-05,15.53,13.72,2.15,0.04,9.84
2018-02-06,10.61,17.85,2.8,0.04,7.28
2018-02-07,1.24,16.87,1.71,0.04,2.49
2018-02-08,6.46,15.41,1.81,0.04,5.26
2018-02-09,4.06,15.34,2.25,0.04,3.19
2018-02-10,2.89,18.65,2.56,0.04,2.51
2018-02-11,16.87,18.1,2.72,0.04,10.55
2018-02-12,1.41,16.3,3.11,0.04,3.02
2018-02-13,3.05,16.64,2.57,0.04,3.88
2018-02-14,7.92,15.74,1.93,0.04,6.16
2018-02-15,1.8,16.71,2.29,0.04,3.48
2018-02-16,1.38,15.77,3.15,0.04,3.38
2018-02-17,2.06,16.52,3.19,0.04,2.77
2018-02-18,12.77,18.81,3.16,0.04,8.64
2018-02-19,3.77,16.56,1.96,0.04,4.18
2018-02-20,1.48,15.45,2.54,0.04,2.83
2018-02-21,1.64,15.1,2.52,0.04,2.96
2018-02-22,1.62,16.92,2.65,0.04,3.59
2018-02-23,1.64,15.89,2.26,0.04,3.22
2018-02-24,1.49,17.13,2.52,0.04,2.94
2018-02-25,2.6,14.92,2.08,0.04,2.93
2018-02-26,3.32,17.72,2.3,0.04,3.0
2018-02-27,3.61,15.65,2.99,0.04,3.6
2018-02-28,2.29,17.01,3.0,0.04,3.3
2018-03-01,1.75,16.58,2.47,0.41,3.31
2018-03-02,1.56,19.08,3.1,0.41,0.9
2018-03-03,1.59,17.25,2.84,0.41,3.35
2018-03-04,2.22,19.41,3.95,0.41,2.3
2018-03-05,11.07,17.78,3.12,0.41,7.14
2018-03-06,2.34,18.84,3.26,0.41,1.66
2018-03-07,3.19,16.91,2.65,0.41,2.93
2018-03-08,3.29,17.6,2.57,0.41,3.51
2018-03-09,1.68,18.68,3.45,0.41,1.49
2018-03-10,1.78,18.33,3.11,0.41,0.67
2018-03-11,3.21,17.91,2.45,0.41,3.09
2018-03-12,2.24,16.9,2.82,0.41,2.31
2018-03-13,3.98,17.13,3.0,0.41,3.84
2018-03-14,2.66,18.71,2.07,0.41,2.63
2018-03-15,4.57,18.99,2.58,0.41,3.48
2018-03-16,4.61,16.69,2.75,0.41,3.9
2018-03-17,3.78,16.53,1.81,0.41,3.92
2018-03-18,4.68,16.36,1.85,0.41,3.53
2018-03-19,2.32,18.47,2.76,0.41,2.99
2018-03-20,2.17,16.38,2.75,0.41,2.14
2018-03-21,4.75,18.5,3.09,0.41,3.57
2018-03-22,2.59,18.19,3.46,0.41,2.76
2018-03-23,2.35,16.91,2.67,0.41,2.87
2018-03-24,2.19,19.46,2.87,0.41,2.44
2018-03-25,2.32,15.85,1.95,0.41,1.99
2018-03-26,2.19,19.61,2.89,0.41,1.27
2018-03-27,3.32,18.03,3.09,0.41,2.58
2018-03-28,3.79,15.17,2.68,0.41,3.49
2018-03-29,9.12,19.59,3.14,0.41,5.82
2018-03-30,2.05,18.87,3.15,0.41,2.35
2018-03-31,4.41,17.2,3.19,0.41,3.35
2018-04-01,3.28,16.58,2.62,0.09,3.16
2018-04-02,2.66,15.87,3.03,0.09,2.07
2018-04-03,4.63,20.67,2.91,0.09,4.0
2018-04-04,4.56,16.68,2.57,0.09,4.12
2018-04-05,3.6,16.28,2.35,0.09,3.11
2018-04-06,2.21,18.14,3.14,0.09,2.56
2018-04-07,4.63,15.86,2.07,0.09,3.0
2018-04-08,2.52,16.66,2.47,0.09,2.77
2018-04-09,2.73,19.05,2.21,0.09,2.77
2018-04-10,2.73,18.42,3.1,0.09,3.2
2018-04-11,3.59,17.42,3.21,0.09,2.87
2018-04-12,2.29,17.91,3.15,0.09,2.72
2018-04-13,3.43,17.37,3.03,0.09,2.68
2018-04-14,3.77,17.84,3.11,0.09,1.89
2018-04-15,5.51,17.01,2.93,0.09,3.9
2018-04-16,2.57,17.24,2.93,0.09,2.62
2018-04-17,6.44,17.21,2.95,0.09,4.61
2018-04-18,5.77,17.08,2.4,0.09,4.52
2018-04-19,5.47,19.21,2.9,0.09,3.97
2018-04-20,4.07,18.89,2.96,0.09,3.37
2018-04-21,2.41,16.85,2.49,0.09,2.22
2018-04-22,2.68,16.54,1.95,0.09,2.02
2018-04-23,3.51,17.79,2.27,0.09,3.3
2018-04-24,6.98,20.57,3.28,0.09,4.56
2018-04-25,3.07,16.76,2.98,0.09,3.59
2018-04-26,5.24,17.8,2.77,0.09,3.13
2018-04-27,9.38,18.1,3.92,0.09,6.33
2018-04-28,3.63,17.87,2.41,0.09,4.76
2018-04-29,3.35,17.45,2.9,0.09,3.32
2018-04-30,5.01,19.39,3.52,0.09,4.1
2018-05-01,16.5,18.55,3.31,-0.28,11.0
2018-05-02,2.57,19.01,3.21,-0.28,3.64
2018-05-03,3.82,18.71,3.33,-0.28,3.77
2018-05-04,3.69,19.07,2.98,-0.28,3.47
2018-05-05,2.86,19.9,3.75,-0.28,3.58
2018-05-06,2.83,19.59,3.55,-0.28,2.27
2018-05-07,2.7,20.78,2.88,-0.28,3.69
2018-05-08,4.31,19.45,3.15,-0.28,3.86
2018-05-09,5.38,17.18,2.06,-0.28,4.96
2018-05-10,11.19,18.99,3.56,-0.28,7.62
2018-05-11,2.84,18.82,3.01,-0.28,4.27
2018-05-12,2.92,20.27,3.68,-0.28,3.47
2018-05-13,3.14,16.8,2.58,-0.28,3.55
2018-05-14,3.07,18.62,2.15,-0.28,3.58
2018-05-15,2.93,17.13,3.72,-0.28,3.13
2018-05-16,3.34,18.55,2.94,-0.28,4.78
2018-05-17,2.84,17.67,2.35,-0.28,2.78
2018-05-18,3.43,18.49,3.33,-0.28,4.0
2018-05-19,2.78,16.21,3.35,-0.28,3.34
2018-05-20,2.81,18.85,2.85,-0.28,3.92
2018-05-21,6.68,18.13,2.78,-0.28,5.63
2018-05-22,13.39,18.06,2.9,-0.28,9.17
2018-05-23,5.19,20.2,2.69,-0.28,5.44
2018-05-24,3.02,17.39,2.43,-0.28,3.92
2018-05-25,3.97,18.25,3.55,-0.28,4.36
2018-05-26,14.61,17.94,2.74,-0.28,10.9
2018-05-27,7.41,18.04,2.47,-0.28,6.62
2018-05-28,3.05,20.46,2.99,-0.28,3.85
2018-05-29,5.84,17.85,3.21,-0.28,5.19
2018-05-30,3.19,17.08,1.87,-0.28,4.64
2018-05-31,3.33,19.99,3.2,-0.28,3.64
2018-06-01,4.25,17.36,3.69,-0.66,4.31
2018-06-02,6.05,15.78,3.28,-0.66,5.17
2018-06-03,3.2,16.8,2.85,-0.66,4.36
2018-06-04,3.38,16.18,3.05,-0.66,3.72
2018-06-05,2.94,15.49,2.95,-0.66,3.17
2018-06-06,3.2,17.2,2.63,-0.66,3.45
2018-06-07,2.96,17.53,3.1,-0.66,3.38
2018-06-08,2.96,19.01,3.67,-0.66,3.2
2018-06-09,4.27,18.33,2.34,-0.66,4.68
2018-06-10,3.05,18.25,3.07,-0.66,3.52
2018-06-11,4.37,16.46,2.71,-0.66,4.64
2018-06-12,4.11,18.57,2.93,-0.66,4.46
2018-06-13,9.6,19.15,2.98,-0.66,7.87
